image_path,mask_path,type,split
dataset\images\train\cracking083_jpg.rf.V2ymoBMtssbjmXH4fhf1.jpg,dataset\masks\train\cracking083_jpg.rf.V2ymoBMtssbjmXH4fhf1__segment_crack.png,crack,train
dataset\images\train\00032_jpg.rf.VEu0O3UlDElA9nD5uL90.jpg,dataset\masks\train\00032_jpg.rf.VEu0O3UlDElA9nD5uL90__segment_crack.png,crack,train
dataset\images\train\images603_jpg.rf.WOR5EWMYiXZti1Jt2CJg.jpg,dataset\masks\train\images603_jpg.rf.WOR5EWMYiXZti1Jt2CJg__segment_crack.png,crack,train
dataset\images\train\Image_-424-_jpg.rf.VnN2bvaiNimO5iD21wPc.jpg,dataset\masks\train\Image_-424-_jpg.rf.VnN2bvaiNimO5iD21wPc__segment_crack.png,crack,train
dataset\images\train\cracking428_jpg.rf.Wlwi2Cue9RLWrwBDqHsO.jpg,dataset\masks\train\cracking428_jpg.rf.Wlwi2Cue9RLWrwBDqHsO__segment_crack.png,crack,train
dataset\images\train\cracking098_jpg.rf.VSKwjFLdPZwXxrctsEde.jpg,dataset\masks\train\cracking098_jpg.rf.VSKwjFLdPZwXxrctsEde__segment_crack.png,crack,train
dataset\images\train\crack234_jpg.rf.EYUwonPPglolACXr2mw7.jpg,dataset\masks\train\crack234_jpg.rf.EYUwonPPglolACXr2mw7__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503209_y_jpg.rf.ETP2LQ3rUo3ZZCo1AdR2.jpg,dataset\masks\train\photo_6186122103615503209_y_jpg.rf.ETP2LQ3rUo3ZZCo1AdR2__segment_crack.png,crack,train
dataset\images\train\mick-haupt-7Kv1Elbagcc-unsplash-scaled_jpg.rf.Ecq8z2GAxU93cHgQ6G6P.jpg,dataset\masks\train\mick-haupt-7Kv1Elbagcc-unsplash-scaled_jpg.rf.Ecq8z2GAxU93cHgQ6G6P__segment_crack.png,crack,train
dataset\images\train\1064-dat_png_jpg.rf.EfkKdqkLWBAjwswP0FPq.jpg,dataset\masks\train\1064-dat_png_jpg.rf.EfkKdqkLWBAjwswP0FPq__segment_crack.png,crack,train
dataset\images\train\cement-crack-wall-texture-background-260nw-1154664865_jpg.rf.B82pcFsB2t1ESOM6zitI.jpg,dataset\masks\train\cement-crack-wall-texture-background-260nw-1154664865_jpg.rf.B82pcFsB2t1ESOM6zitI__segment_crack.png,crack,train
dataset\images\train\3041_jpg.rf.B6arfkhJxqR8T3i0frSm.jpg,dataset\masks\train\3041_jpg.rf.B6arfkhJxqR8T3i0frSm__segment_crack.png,crack,train
dataset\images\train\Cracks_in_Walls_jpg.rf.B7OmUTV8ZnyknAcAn9HO.jpg,dataset\masks\train\Cracks_in_Walls_jpg.rf.B7OmUTV8ZnyknAcAn9HO__segment_crack.png,crack,train
dataset\images\train\cracking131_jpg.rf.BC847p9r0xuLYtlClxsJ.jpg,dataset\masks\train\cracking131_jpg.rf.BC847p9r0xuLYtlClxsJ__segment_crack.png,crack,train
dataset\images\train\2170_jpg.rf.BLrsObvEn4IbqSUZR1cM.jpg,dataset\masks\train\2170_jpg.rf.BLrsObvEn4IbqSUZR1cM__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503276_y_jpg.rf.BO3qXV3c0xHn4NXNosg9.jpg,dataset\masks\train\photo_6186122103615503276_y_jpg.rf.BO3qXV3c0xHn4NXNosg9__segment_crack.png,crack,train
dataset\images\train\00008_jpg.rf.BV3UW70rSCfV4cMDcp0u.jpg,dataset\masks\train\00008_jpg.rf.BV3UW70rSCfV4cMDcp0u__segment_crack.png,crack,train
dataset\images\train\2210_jpg.rf.BVqFgIX65J9Woz22fiVf.jpg,dataset\masks\train\2210_jpg.rf.BVqFgIX65J9Woz22fiVf__segment_crack.png,crack,train
dataset\images\train\Image_-797-_jpg.rf.BZFScSSbWNScEH6fsnmG.jpg,dataset\masks\train\Image_-797-_jpg.rf.BZFScSSbWNScEH6fsnmG__segment_crack.png,crack,train
dataset\images\train\cracking452_jpg.rf.Bsbn5htGsFhfkvltufw2.jpg,dataset\masks\train\cracking452_jpg.rf.Bsbn5htGsFhfkvltufw2__segment_crack.png,crack,train
dataset\images\train\Retaining-Wall-Crack_jpg.rf.By59wOUJqCe7xiviVCGG.jpg,dataset\masks\train\Retaining-Wall-Crack_jpg.rf.By59wOUJqCe7xiviVCGG__segment_crack.png,crack,train
dataset\images\train\cracking0102137_jpg.rf.BzVdEEUm8amMnYJZtEpX.jpg,dataset\masks\train\cracking0102137_jpg.rf.BzVdEEUm8amMnYJZtEpX__segment_crack.png,crack,train
dataset\images\train\cracking0102116_jpg.rf.C5kNsKDZyVudNKfFK0Og.jpg,dataset\masks\train\cracking0102116_jpg.rf.C5kNsKDZyVudNKfFK0Og__segment_crack.png,crack,train
dataset\images\train\cracking0102048_jpg.rf.CBS9DLtM9YJkLIMCeTa5.jpg,dataset\masks\train\cracking0102048_jpg.rf.CBS9DLtM9YJkLIMCeTa5__segment_crack.png,crack,train
dataset\images\train\images324_jpg.rf.CEFJ9V9jWY7jlxvmoBWq.jpg,dataset\masks\train\images324_jpg.rf.CEFJ9V9jWY7jlxvmoBWq__segment_crack.png,crack,train
dataset\images\train\cracking248_jpg.rf.CGnD0kQcOGGa0ep5kmkF.jpg,dataset\masks\train\cracking248_jpg.rf.CGnD0kQcOGGa0ep5kmkF__segment_crack.png,crack,train
dataset\images\train\cracking0102233_jpg.rf.CRIvnWbhMgIEcBXPhtT3.jpg,dataset\masks\train\cracking0102233_jpg.rf.CRIvnWbhMgIEcBXPhtT3__segment_crack.png,crack,train
dataset\images\train\141_jpg.rf.C4wmpjfcIUA1pTnGBjra.jpg,dataset\masks\train\141_jpg.rf.C4wmpjfcIUA1pTnGBjra__segment_crack.png,crack,train
dataset\images\train\42_jpg.rf.CNMdhwolp69Ko84g4KBs.jpg,dataset\masks\train\42_jpg.rf.CNMdhwolp69Ko84g4KBs__segment_crack.png,crack,train
dataset\images\train\3412_jpg.rf.CRU1JHp3omH18agUsTqG.jpg,dataset\masks\train\3412_jpg.rf.CRU1JHp3omH18agUsTqG__segment_crack.png,crack,train
dataset\images\train\cracking454_jpg.rf.Ru7FCHBt2JAhgERd8ola.jpg,dataset\masks\train\cracking454_jpg.rf.Ru7FCHBt2JAhgERd8ola__segment_crack.png,crack,train
dataset\images\train\crack382_jpg.rf.RxntbL06zr6unBYAv7xo.jpg,dataset\masks\train\crack382_jpg.rf.RxntbL06zr6unBYAv7xo__segment_crack.png,crack,train
dataset\images\train\cracking366_jpg.rf.SFU8N5l59yhtT1u19OYt.jpg,dataset\masks\train\cracking366_jpg.rf.SFU8N5l59yhtT1u19OYt__segment_crack.png,crack,train
dataset\images\train\crack397_jpg.rf.SIVGhRFRJD6U25TMjlPj.jpg,dataset\masks\train\crack397_jpg.rf.SIVGhRFRJD6U25TMjlPj__segment_crack.png,crack,train
dataset\images\train\images23_jpg.rf.SLKh6DkUnsvYkUgljYbJ.jpg,dataset\masks\train\images23_jpg.rf.SLKh6DkUnsvYkUgljYbJ__segment_crack.png,crack,train
dataset\images\train\images569_jpg.rf.SVFq1q8Zq9zS9OIH7nJK.jpg,dataset\masks\train\images569_jpg.rf.SVFq1q8Zq9zS9OIH7nJK__segment_crack.png,crack,train
dataset\images\train\Concrete-Crack_jpg.rf.SWRcYmV0bsDZQBNKI68j.jpg,dataset\masks\train\Concrete-Crack_jpg.rf.SWRcYmV0bsDZQBNKI68j__segment_crack.png,crack,train
dataset\images\train\3408_jpg.rf.Sl8aH2wk6tuwW8XOVZYX.jpg,dataset\masks\train\3408_jpg.rf.Sl8aH2wk6tuwW8XOVZYX__segment_crack.png,crack,train
dataset\images\train\409-dat_png_jpg.rf.StqTzdz5pPSOhosaeq7H.jpg,dataset\masks\train\409-dat_png_jpg.rf.StqTzdz5pPSOhosaeq7H__segment_crack.png,crack,train
dataset\images\train\photo_6165758190491385222_y_jpg.rf.Sod7SULhxrbQ8QQJEEe8.jpg,dataset\masks\train\photo_6165758190491385222_y_jpg.rf.Sod7SULhxrbQ8QQJEEe8__segment_crack.png,crack,train
dataset\images\train\2251_jpg.rf.Sq2eKsWS21iuW8Ct80DU.jpg,dataset\masks\train\2251_jpg.rf.Sq2eKsWS21iuW8Ct80DU__segment_crack.png,crack,train
dataset\images\train\2090_jpg.rf.Svy0r9YUER8Txulf5wLn.jpg,dataset\masks\train\2090_jpg.rf.Svy0r9YUER8Txulf5wLn__segment_crack.png,crack,train
dataset\images\train\concrete_cracks15_jpg.rf.SyCluMcKaz21OSFaDxBN.jpg,dataset\masks\train\concrete_cracks15_jpg.rf.SyCluMcKaz21OSFaDxBN__segment_crack.png,crack,train
dataset\images\train\a_16_0_png_jpg.rf.T95Ze4xSa7i3mt4a2jNZ.jpg,dataset\masks\train\a_16_0_png_jpg.rf.T95Ze4xSa7i3mt4a2jNZ__segment_crack.png,crack,train
dataset\images\train\cracking0102190_jpg.rf.TACHx1eRMQaH5JrNDGBL.jpg,dataset\masks\train\cracking0102190_jpg.rf.TACHx1eRMQaH5JrNDGBL__segment_crack.png,crack,train
dataset\images\train\crack234_jpg.rf.TGHjpze8lhdOKMnmN6kB.jpg,dataset\masks\train\crack234_jpg.rf.TGHjpze8lhdOKMnmN6kB__segment_crack.png,crack,train
dataset\images\train\cracking0102177_jpg.rf.TOT44gnJzcUBaD86RcQu.jpg,dataset\masks\train\cracking0102177_jpg.rf.TOT44gnJzcUBaD86RcQu__segment_crack.png,crack,train
dataset\images\train\cracking433_jpg.rf.THtlj0VkJtZzwcNcduul.jpg,dataset\masks\train\cracking433_jpg.rf.THtlj0VkJtZzwcNcduul__segment_crack.png,crack,train
dataset\images\train\2370_jpg.rf.TEuQtf9FJtsrHkFpvUzy.jpg,dataset\masks\train\2370_jpg.rf.TEuQtf9FJtsrHkFpvUzy__segment_crack.png,crack,train
dataset\images\train\410-dat_png_jpg.rf.TW1g8uRm657j28cGYskF.jpg,dataset\masks\train\410-dat_png_jpg.rf.TW1g8uRm657j28cGYskF__segment_crack.png,crack,train
dataset\images\train\cracking0102225_jpg.rf.TQgvVsahfYOjZ5H7sZLF.jpg,dataset\masks\train\cracking0102225_jpg.rf.TQgvVsahfYOjZ5H7sZLF__segment_crack.png,crack,train
dataset\images\train\3135_jpg.rf.TQyDwStlLOCKGsdBBV61.jpg,dataset\masks\train\3135_jpg.rf.TQyDwStlLOCKGsdBBV61__segment_crack.png,crack,train
dataset\images\train\image-6-2_jpg.rf.TTSYyVaZsX38mRBjVXbQ.jpg,dataset\masks\train\image-6-2_jpg.rf.TTSYyVaZsX38mRBjVXbQ__segment_crack.png,crack,train
dataset\images\train\cracking545_jpg.rf.TbONrPFYxdrzLm3RzwOO.jpg,dataset\masks\train\cracking545_jpg.rf.TbONrPFYxdrzLm3RzwOO__segment_crack.png,crack,train
dataset\images\train\2076_jpg.rf.TgxJpMymeR9FmzocuLoN.jpg,dataset\masks\train\2076_jpg.rf.TgxJpMymeR9FmzocuLoN__segment_crack.png,crack,train
dataset\images\train\Wall-Crack-2_jpg.rf.nF8qZuOcmkDyHBLIDobo.jpg,dataset\masks\train\Wall-Crack-2_jpg.rf.nF8qZuOcmkDyHBLIDobo__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503365_y_jpg.rf.TdNwNvzW7YZMS84tgsE9.jpg,dataset\masks\train\photo_6186122103615503365_y_jpg.rf.TdNwNvzW7YZMS84tgsE9__segment_crack.png,crack,train
dataset\images\train\1903_jpg.rf.nGY4s2kDKp3HjCfEt6yP.jpg,dataset\masks\train\1903_jpg.rf.nGY4s2kDKp3HjCfEt6yP__segment_crack.png,crack,train
dataset\images\train\1782_jpg.rf.nUr6PDFKLXtU9rCt2D1p.jpg,dataset\masks\train\1782_jpg.rf.nUr6PDFKLXtU9rCt2D1p__segment_crack.png,crack,train
dataset\images\train\2097_jpg.rf.nGfyESbWLEFzjV4aLntU.jpg,dataset\masks\train\2097_jpg.rf.nGfyESbWLEFzjV4aLntU__segment_crack.png,crack,train
dataset\images\train\33_jpg.rf.nWS4WBQ1snS5gWNZDq9w.jpg,dataset\masks\train\33_jpg.rf.nWS4WBQ1snS5gWNZDq9w__segment_crack.png,crack,train
dataset\images\train\WP6S2G7E75FFPFLA3RLQBAQGWQ_jpg.rf.nqzmNn5ABwUY6STgID85.jpg,dataset\masks\train\WP6S2G7E75FFPFLA3RLQBAQGWQ_jpg.rf.nqzmNn5ABwUY6STgID85__segment_crack.png,crack,train
dataset\images\train\3563_jpg.rf.nj9Z8Y8hdo4ksFtUKWCC.jpg,dataset\masks\train\3563_jpg.rf.nj9Z8Y8hdo4ksFtUKWCC__segment_crack.png,crack,train
dataset\images\train\images24_jpg.rf.o9YTYVezY7MxQ9R08h0d.jpg,dataset\masks\train\images24_jpg.rf.o9YTYVezY7MxQ9R08h0d__segment_crack.png,crack,train
dataset\images\train\2306_jpg.rf.o9d12tr8GGd1kbSvPvdd.jpg,dataset\masks\train\2306_jpg.rf.o9d12tr8GGd1kbSvPvdd__segment_crack.png,crack,train
dataset\images\train\2171_jpg.rf.oA12oFv9OvY65NeCAq5y.jpg,dataset\masks\train\2171_jpg.rf.oA12oFv9OvY65NeCAq5y__segment_crack.png,crack,train
dataset\images\train\a_12_7_png_jpg.rf.oE7Yc5b2TghylqcjuLar.jpg,dataset\masks\train\a_12_7_png_jpg.rf.oE7Yc5b2TghylqcjuLar__segment_crack.png,crack,train
dataset\images\train\2366_jpg.rf.o8AVPlsZc8nuFnSYxONt.jpg,dataset\masks\train\2366_jpg.rf.o8AVPlsZc8nuFnSYxONt__segment_crack.png,crack,train
dataset\images\train\cracking323_jpg.rf.oEhme34hpe6iqYM8abI8.jpg,dataset\masks\train\cracking323_jpg.rf.oEhme34hpe6iqYM8abI8__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503121_y_jpg.rf.oHfcTB3J4d9mHPToooX9.jpg,dataset\masks\train\photo_6186122103615503121_y_jpg.rf.oHfcTB3J4d9mHPToooX9__segment_crack.png,crack,train
dataset\images\train\cracking235_jpg.rf.oImWLd7HO7talxotCqhN.jpg,dataset\masks\train\cracking235_jpg.rf.oImWLd7HO7talxotCqhN__segment_crack.png,crack,train
dataset\images\train\2595_jpg.rf.oSCkjFjrlJDBnxNDDIH9.jpg,dataset\masks\train\2595_jpg.rf.oSCkjFjrlJDBnxNDDIH9__segment_crack.png,crack,train
dataset\images\train\2366_jpg.rf.oA96ZfP1oefdtRmc3qbl.jpg,dataset\masks\train\2366_jpg.rf.oA96ZfP1oefdtRmc3qbl__segment_crack.png,crack,train
dataset\images\train\3379_jpg.rf.oUkpO2A5DAb405kkFNCZ.jpg,dataset\masks\train\3379_jpg.rf.oUkpO2A5DAb405kkFNCZ__segment_crack.png,crack,train
dataset\images\train\images7_jpg.rf.oX6ymslIDNZpEGvyYeEI.jpg,dataset\masks\train\images7_jpg.rf.oX6ymslIDNZpEGvyYeEI__segment_crack.png,crack,train
dataset\images\train\cracking270_jpg.rf.odzdm43e8lOoFXbbg46Z.jpg,dataset\masks\train\cracking270_jpg.rf.odzdm43e8lOoFXbbg46Z__segment_crack.png,crack,train
dataset\images\train\3875_jpg.rf.ojmIG088krnuUlAcPTa5.jpg,dataset\masks\train\3875_jpg.rf.ojmIG088krnuUlAcPTa5__segment_crack.png,crack,train
dataset\images\train\cracking430_jpg.rf.oTtmQB8vJTWGsTtemIuG.jpg,dataset\masks\train\cracking430_jpg.rf.oTtmQB8vJTWGsTtemIuG__segment_crack.png,crack,train
dataset\images\train\Image_-439-_jpg.rf.opOkWQPuZZHYVcXNWRsN.jpg,dataset\masks\train\Image_-439-_jpg.rf.opOkWQPuZZHYVcXNWRsN__segment_crack.png,crack,train
dataset\images\train\a_10_0_png_jpg.rf.0tIetbANsILJzkdb8Y4I.jpg,dataset\masks\train\a_10_0_png_jpg.rf.0tIetbANsILJzkdb8Y4I__segment_crack.png,crack,train
dataset\images\train\3096_jpg.rf.18h6KHI1lx6UAy30A1q7.jpg,dataset\masks\train\3096_jpg.rf.18h6KHI1lx6UAy30A1q7__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503122_y_jpg.rf.1SU065UZnfyLmnMf8J0E.jpg,dataset\masks\train\photo_6186122103615503122_y_jpg.rf.1SU065UZnfyLmnMf8J0E__segment_crack.png,crack,train
dataset\images\train\crack289_jpg.rf.0sQFrrFCUKt4KjhBrbiI.jpg,dataset\masks\train\crack289_jpg.rf.0sQFrrFCUKt4KjhBrbiI__segment_crack.png,crack,train
dataset\images\train\cracking92_jpg.rf.1XYpKXVhhN4e8p574ZEM.jpg,dataset\masks\train\cracking92_jpg.rf.1XYpKXVhhN4e8p574ZEM__segment_crack.png,crack,train
dataset\images\train\865-dat_png_jpg.rf.1lzf1TWtTOwAdciznpHP.jpg,dataset\masks\train\865-dat_png_jpg.rf.1lzf1TWtTOwAdciznpHP__segment_crack.png,crack,train
dataset\images\train\cracking0102225_jpg.rf.1jXM5Ta5BZl7TBBOp2s5.jpg,dataset\masks\train\cracking0102225_jpg.rf.1jXM5Ta5BZl7TBBOp2s5__segment_crack.png,crack,train
dataset\images\train\3838_jpg.rf.0wKb9MzH1wTkhbArToVd.jpg,dataset\masks\train\3838_jpg.rf.0wKb9MzH1wTkhbArToVd__segment_crack.png,crack,train
dataset\images\train\cracking4701_jpg.rf.1qUG6BrTpfK2uTUTpP37.jpg,dataset\masks\train\cracking4701_jpg.rf.1qUG6BrTpfK2uTUTpP37__segment_crack.png,crack,train
dataset\images\train\00147_jpg.rf.1nkNnyYGZ24dRIpykys0.jpg,dataset\masks\train\00147_jpg.rf.1nkNnyYGZ24dRIpykys0__segment_crack.png,crack,train
dataset\images\train\2414_jpg.rf.1sbfh8sb1dycKNQhczvZ.jpg,dataset\masks\train\2414_jpg.rf.1sbfh8sb1dycKNQhczvZ__segment_crack.png,crack,train
dataset\images\train\1126-dat_png_jpg.rf.1q6C69TAkeBC1YlzlwoJ.jpg,dataset\masks\train\1126-dat_png_jpg.rf.1q6C69TAkeBC1YlzlwoJ__segment_crack.png,crack,train
dataset\images\train\WP6S2G7E75FFPFLA3RLQBAQGWQ_jpg.rf.1ydi76UIOVsnXhOniV65.jpg,dataset\masks\train\WP6S2G7E75FFPFLA3RLQBAQGWQ_jpg.rf.1ydi76UIOVsnXhOniV65__segment_crack.png,crack,train
dataset\images\train\cracking554_jpg.rf.23aT3fPRfpVFCUW518xZ.jpg,dataset\masks\train\cracking554_jpg.rf.23aT3fPRfpVFCUW518xZ__segment_crack.png,crack,train
dataset\images\train\cracking0102104_jpg.rf.2knl3RnzmVO2jb313UWq.jpg,dataset\masks\train\cracking0102104_jpg.rf.2knl3RnzmVO2jb313UWq__segment_crack.png,crack,train
dataset\images\train\304-dat_png_jpg.rf.2oGSWdxjkXIjBKCw7Nia.jpg,dataset\masks\train\304-dat_png_jpg.rf.2oGSWdxjkXIjBKCw7Nia__segment_crack.png,crack,train
dataset\images\train\2175_jpg.rf.2ld39PThYKyYaFrMRyrv.jpg,dataset\masks\train\2175_jpg.rf.2ld39PThYKyYaFrMRyrv__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503370_y_jpg.rf.2nQzclC6cXDtK16Vdn9W.jpg,dataset\masks\train\photo_6186122103615503370_y_jpg.rf.2nQzclC6cXDtK16Vdn9W__segment_crack.png,crack,train
dataset\images\train\1077-dat_png_jpg.rf.3ErqHpDccQ9oO3jYE0mc.jpg,dataset\masks\train\1077-dat_png_jpg.rf.3ErqHpDccQ9oO3jYE0mc__segment_crack.png,crack,train
dataset\images\train\a_83_2_png_jpg.rf.3BDZ22xUKWJv11GB3KbS.jpg,dataset\masks\train\a_83_2_png_jpg.rf.3BDZ22xUKWJv11GB3KbS__segment_crack.png,crack,train
dataset\images\train\corrosion-por-grietas_jpg.rf.2oNVTsR490TEJRKghWtY.jpg,dataset\masks\train\corrosion-por-grietas_jpg.rf.2oNVTsR490TEJRKghWtY__segment_crack.png,crack,train
dataset\images\train\Concrete-Crack_jpg.rf.3IE79DRGGSvnrms7VbOr.jpg,dataset\masks\train\Concrete-Crack_jpg.rf.3IE79DRGGSvnrms7VbOr__segment_crack.png,crack,train
dataset\images\train\cracking0106_jpg.rf.3cFVy3MgHvp3vr1ucduN.jpg,dataset\masks\train\cracking0106_jpg.rf.3cFVy3MgHvp3vr1ucduN__segment_crack.png,crack,train
dataset\images\train\cracking107_jpg.rf.3jIxBYUuaVuA4pl27Op3.jpg,dataset\masks\train\cracking107_jpg.rf.3jIxBYUuaVuA4pl27Op3__segment_crack.png,crack,train
dataset\images\train\1076-dat_png_jpg.rf.ap6J2Ub7fhLwM41u0Oqx.jpg,dataset\masks\train\1076-dat_png_jpg.rf.ap6J2Ub7fhLwM41u0Oqx__segment_crack.png,crack,train
dataset\images\train\525_jpg.rf.avLDX1F2w0uHm7xykYjY.jpg,dataset\masks\train\525_jpg.rf.avLDX1F2w0uHm7xykYjY__segment_crack.png,crack,train
dataset\images\train\cracking0114_jpg.rf.bCBbwLcr28Gk0AvmsSUa.jpg,dataset\masks\train\cracking0114_jpg.rf.bCBbwLcr28Gk0AvmsSUa__segment_crack.png,crack,train
dataset\images\train\crack340_jpg.rf.bEJOsa3AC2OxXsng2Cqh.jpg,dataset\masks\train\crack340_jpg.rf.bEJOsa3AC2OxXsng2Cqh__segment_crack.png,crack,train
dataset\images\train\3135_jpg.rf.bHXZNMGvPqGkmEIZuIbL.jpg,dataset\masks\train\3135_jpg.rf.bHXZNMGvPqGkmEIZuIbL__segment_crack.png,crack,train
dataset\images\train\crack-concrete-wall-texture-background_275805-681_jpg.rf.bHqm4UK2nJrLxDUpEhyl.jpg,dataset\masks\train\crack-concrete-wall-texture-background_275805-681_jpg.rf.bHqm4UK2nJrLxDUpEhyl__segment_crack.png,crack,train
dataset\images\train\1065-dat_png_jpg.rf.bJ1kiuwIim0avxbNKdIl.jpg,dataset\masks\train\1065-dat_png_jpg.rf.bJ1kiuwIim0avxbNKdIl__segment_crack.png,crack,train
dataset\images\train\beams_shear_failure-42_jpg.rf.bROUNYvJueM0XA710uy6.jpg,dataset\masks\train\beams_shear_failure-42_jpg.rf.bROUNYvJueM0XA710uy6__segment_crack.png,crack,train
dataset\images\train\crack257_jpg.rf.bRHZXbuI86FkaiuK3jGR.jpg,dataset\masks\train\crack257_jpg.rf.bRHZXbuI86FkaiuK3jGR__segment_crack.png,crack,train
dataset\images\train\1126-dat_png_jpg.rf.bXX9fA6yftuERPxamxcm.jpg,dataset\masks\train\1126-dat_png_jpg.rf.bXX9fA6yftuERPxamxcm__segment_crack.png,crack,train
dataset\images\train\cracking467_jpg.rf.bgrNpvBT8w2KGnFy0MHC.jpg,dataset\masks\train\cracking467_jpg.rf.bgrNpvBT8w2KGnFy0MHC__segment_crack.png,crack,train
dataset\images\train\141_jpg.rf.bTycb6cLW5qlGrdS6mKl.jpg,dataset\masks\train\141_jpg.rf.bTycb6cLW5qlGrdS6mKl__segment_crack.png,crack,train
dataset\images\train\cracking098_jpg.rf.bYPuUBt8tnpo7wuRmuqP.jpg,dataset\masks\train\cracking098_jpg.rf.bYPuUBt8tnpo7wuRmuqP__segment_crack.png,crack,train
dataset\images\train\cracking149_jpg.rf.bupsgMbcNSwc9OYSGBgL.jpg,dataset\masks\train\cracking149_jpg.rf.bupsgMbcNSwc9OYSGBgL__segment_crack.png,crack,train
dataset\images\train\2212_jpg.rf.bh3qdKG4Uf4R54t6Q92z.jpg,dataset\masks\train\2212_jpg.rf.bh3qdKG4Uf4R54t6Q92z__segment_crack.png,crack,train
dataset\images\train\cracking543_jpg.rf.c3RnMgArFEwzXecLzVqB.jpg,dataset\masks\train\cracking543_jpg.rf.c3RnMgArFEwzXecLzVqB__segment_crack.png,crack,train
dataset\images\train\2530_jpg.rf.cCrAm1Nt7W9zwpldH8ic.jpg,dataset\masks\train\2530_jpg.rf.cCrAm1Nt7W9zwpldH8ic__segment_crack.png,crack,train
dataset\images\train\1802_jpg.rf.c3HfEbHbJ2TQkLKeZs9X.jpg,dataset\masks\train\1802_jpg.rf.c3HfEbHbJ2TQkLKeZs9X__segment_crack.png,crack,train
dataset\images\train\Image_-452-_jpg.rf.cJtcxktnDMv0IkTTXQ93.jpg,dataset\masks\train\Image_-452-_jpg.rf.cJtcxktnDMv0IkTTXQ93__segment_crack.png,crack,train
dataset\images\train\cracking428_jpg.rf.cSXug8vOHbiCQygNYsQT.jpg,dataset\masks\train\cracking428_jpg.rf.cSXug8vOHbiCQygNYsQT__segment_crack.png,crack,train
dataset\images\train\crack396_jpg.rf.cTCGD0ukeXSphZQNP2iP.jpg,dataset\masks\train\crack396_jpg.rf.cTCGD0ukeXSphZQNP2iP__segment_crack.png,crack,train
dataset\images\train\Wall-Crack-2_jpg.rf.ltpZum7OR9Q0BZuziPak.jpg,dataset\masks\train\Wall-Crack-2_jpg.rf.ltpZum7OR9Q0BZuziPak__segment_crack.png,crack,train
dataset\images\train\cracking431_jpg.rf.cX5pAdWR0gosQaEQWu8y.jpg,dataset\masks\train\cracking431_jpg.rf.cX5pAdWR0gosQaEQWu8y__segment_crack.png,crack,train
dataset\images\train\brick_cracking60_jpg.rf.ly1JduqWUOEZ9SHSbtjq.jpg,dataset\masks\train\brick_cracking60_jpg.rf.ly1JduqWUOEZ9SHSbtjq__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503344_y_jpg.rf.m573H5cjN35FFsLv3kOn.jpg,dataset\masks\train\photo_6186122103615503344_y_jpg.rf.m573H5cjN35FFsLv3kOn__segment_crack.png,crack,train
dataset\images\train\crack-xl-300x300_jpg.rf.m7vI6dAsv3It0OANeRVv.jpg,dataset\masks\train\crack-xl-300x300_jpg.rf.m7vI6dAsv3It0OANeRVv__segment_crack.png,crack,train
dataset\images\train\465-dat_png_jpg.rf.m3AoLd4fyZupgNJcVwFp.jpg,dataset\masks\train\465-dat_png_jpg.rf.m3AoLd4fyZupgNJcVwFp__segment_crack.png,crack,train
dataset\images\train\3158_jpg.rf.cUiA7MI1MjUojdG9OEdI.jpg,dataset\masks\train\3158_jpg.rf.cUiA7MI1MjUojdG9OEdI__segment_crack.png,crack,train
dataset\images\train\mobile_jpg.rf.mC2GClhDXxaDB53JLdCO.jpg,dataset\masks\train\mobile_jpg.rf.mC2GClhDXxaDB53JLdCO__segment_crack.png,crack,train
dataset\images\train\2505_jpg.rf.mBrzAkI9RujYNoAAJBqK.jpg,dataset\masks\train\2505_jpg.rf.mBrzAkI9RujYNoAAJBqK__segment_crack.png,crack,train
dataset\images\train\cracking0102174_jpg.rf.mC5fEIwcplArkMmMhnQW.jpg,dataset\masks\train\cracking0102174_jpg.rf.mC5fEIwcplArkMmMhnQW__segment_crack.png,crack,train
dataset\images\train\cracking44_jpg.rf.mJPFCHiB2oUfNpmGBnle.jpg,dataset\masks\train\cracking44_jpg.rf.mJPFCHiB2oUfNpmGBnle__segment_crack.png,crack,train
dataset\images\train\cracking575_jpg.rf.mJLQ87YCqLdfBkBwzM5w.jpg,dataset\masks\train\cracking575_jpg.rf.mJLQ87YCqLdfBkBwzM5w__segment_crack.png,crack,train
dataset\images\train\cracking34_jpg.rf.mGSSDDCoUDuhRVkoX8h6.jpg,dataset\masks\train\cracking34_jpg.rf.mGSSDDCoUDuhRVkoX8h6__segment_crack.png,crack,train
dataset\images\train\2115_jpg.rf.mENQ0XF8wrKLBBNQ7lME.jpg,dataset\masks\train\2115_jpg.rf.mENQ0XF8wrKLBBNQ7lME__segment_crack.png,crack,train
dataset\images\train\3566_jpg.rf.mP4FO9ECNu2Zzxxfjkhf.jpg,dataset\masks\train\3566_jpg.rf.mP4FO9ECNu2Zzxxfjkhf__segment_crack.png,crack,train
